ncons,Id IMDb,Identité,Photo de profil,Connu pour ces Films,Popularité,Biographie,Année de naissance,Lieu de naissance,Année de décès,Métier,Profession Primaire,Profession Secondaire,Profession Tertiaire
nm1172774,,Nevin Meçaj,,"tt38629729,tt0295661",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1172765,,Bahar Mera,,"tt0295661,tt14190890",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1172231,,Juli Hajdini,,tt0295661,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1173805,,Vladimir Metani,,tt0295661,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1202758,,Antoine Goldet,,tt0296571,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0676101,,Charles Pestel,,"tt1395738,tt7681388,tt0387765,tt0906366",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1232821,1344780.0,Marc Jablonski,,tt0299594,0.0261,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1235322,,Franck Lemaitre,,tt0299594,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1235141,,Jean-Claude Cavelier,,tt0299594,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1225571,97075.0,Jimmy Tavares,/eNMYzmluPM0XZzmJ3f5VFI8fKVb.jpg,tt0304363,0.0743,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1325069,97077.0,Nicolas Pontois,,tt0304363,0.0453,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1324225,97078.0,Frédéric Sendon,,tt0304363,0.0214,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1324589,,Frédéric Voldman,,tt0304363,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0192554,,Bernard Cupillard,,"tt0096689,tt0304601,tt0329949,tt0234041",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1423738,27970.0,Chris Ambrose,,"tt0305206,tt32643973,tt12164342",0.0261,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1423746,27971.0,Joey Krajcar,,tt0305206,0.0143,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0583579,48535.0,Larry John Meyers,/d2eOr21PIs4gr5kG1h8UKr1oqJV.jpg,"tt0089941,tt0114576,tt3322364,tt0085549",0.2538,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0194202,1153145.0,Laurent Cygler,,"tt0099239,tt0306040,tt0087917,tt0106549",0.0286,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0956569,104223.0,Ben Zimet,,"tt0101829,tt0307538,tt0079542,tt0070013",0.0696,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1132461,,Alberto Hoffman,,tt0307538,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1240842,933315.0,Aboubacar Sadikh Ba,,"tt0309577,tt38211504,tt1330992,tt2184316",0.0,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0228033,1146166.0,Ousseynou Diop,,"tt0309577,tt0070820,tt0167677,tt0067735",0.0404,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0756168,,Akéla Sagna,,"tt0309577,tt0330474,tt0138122",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm12187063,,Papa M'Boup,,tt0309577,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1241934,,Moustapha Niang,,"tt0309577,tt0290411",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm4615326,,Sidy Niang,,"tt0990359,tt0309577,tt24178240,tt37367351",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0208756,400612.0,Xavier de Guillebon,/nJodWtr4S6Gzo8XdvE9EUzFN2a9.jpg,"tt0283900,tt26446278,tt3640424,tt0382625",0.2504,"Xavier de Guillebon est un acteur français, né le 1er février 1963 à Paris. Il a étudié l'art dramatique et le métier d'acteur au HB Studio à New York.

En 2003, il partage l’affiche du drame historique Bon Voyage avec Grégori Derangère. En 2004, Xavier de Guillebon intègre la distribution de L'Enquête corse d’Alain Berberian. L’acteur français joue aux côtés de Nathalie Baye dans le drame de Jacques Fieschi La Californie en 2006. La même année, Xavier de Guillebon est à l’affiche de La Tourneuse de pages et Da Vinci Code avec Tom Hanks, Jean Reno, Audrey Tautou.

Source: Article ""Xavier de Guillebon"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1963-02-01,"Paris, France",Inconnu,actor,actor,Inconnu,Inconnu
nm0237260,22308.0,Albert Dray,/jX2gUrS9LHpaut4CHjyZXGahtfv.jpg,"tt0310924,tt0086420,tt0402158,tt2591584",0.3077,Inconnu,1946-01-28,Fès - Morocco,Inconnu,actor,actor,Inconnu,Inconnu
nm0940105,219496.0,Edward Woodall,/1PyuKWM2280EvYs5m8XNIrsG66B.jpg,"tt0311113,tt0116191,tt0207275,tt0157583",0.164,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1222836,1053927.0,Chad Smith,/lq2pHc8k3LagaWVVLOWLWQ7SaZV.jpg,"tt0314353,tt0340163,tt0402743,tt0098051",0.755,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm3606138,,Baka,,"tt0316954,tt34336346",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1747568,59358.0,Eli Fucile,/pcNfD0mIB9KrQMaXP0rN82VbiHY.jpg,"tt3606756,tt0317705,tt8952294,tt6111130",0.9206,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1227095,58347.0,Fausto Callegarini,/9djI0mqTrjkaLrnRctRobV8aF69.jpg,"tt0317740,tt0275170,tt0092325,tt0069658",0.045,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1387252,58349.0,Fabio Scarpa,,tt0317740,0.0214,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1235001,589046.0,Qing Feng Zhou,/tS4sE3i4fNNECaept1X7QVxoKwG.jpg,tt0318025,0.1907,Inconnu,Inconnu,"Hunan Province, China",Inconnu,actor,actor,Inconnu,Inconnu
nm1307523,,Xi An Liu,,tt0318025,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1212477,1122067.0,Dominic Batraville,,"tt0318032,tt0409526,tt1868747,tt2023842",0.0143,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1232098,1122068.0,Verlus Delorme,,tt0318032,0.0214,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1234596,1122071.0,Ambroise Thompson,,"tt0318032,tt0178071,tt1868747",0.0,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1310349,238424.0,Bison Katayama,,tt0318725,0.0409,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1310424,1131873.0,Yasunari Kondo,,"tt19756362,tt0318725,tt2258641,tt5982964",0.0661,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1186254,1131874.0,Gen Shimaoka,/4beLuymUu8lbHQdzsFeSVCYUqhn.jpg,"tt1068672,tt0818110,tt10768876,tt1636846",0.3247,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm2064100,,Allen Go,,"tt10509374,tt0318761",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1491148,,Ray Godshall Sr.,,"tt0325710,tt0758752",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1218632,146031.0,Mark Herlehy,,tt0327753,0.0286,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1215271,146035.0,Danny Miller,,tt0327753,0.0239,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0524175,73506.0,Jerry Lucas,,"tt0211915,tt0329485,tt0172014,tt0320732",0.0327,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0537612,,Gérald Maillet,,"tt0329485,tt0436546,tt26255020,tt0219139",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0670916,,Pierre Pellet,,"tt0354170,tt0173525,tt0110900,tt1390405",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1688785,69421.0,Scott Severance,/jzDJK2HMlwSIEApkwjIJyC9ZYOy.jpg,"tt0332047,tt0799978,tt0414704,tt2279864",0.0297,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1539292,5368.0,Kenneth Graymez,,tt0333766,0.0143,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1440076,1773.0,Kazuyoshi Minamimagoe,/A70AmBYF3pRY4tP75x32yYaGZEl.jpg,tt0335266,0.0806,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1440085,1774.0,Kazuko Shibata,,tt0335266,0.0777,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1440090,1775.0,Take,,tt0335266,0.1043,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1440060,2510694.0,Ryuichiro Baba,,tt0335266,0.1078,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0294417,145125.0,Philippe Fretun,/rYpCwQ4HPMFr6VWsB5AqY2kiP90.jpg,"tt0270707,tt0921768,tt5687040,tt1565958",0.1315,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm3389990,,Brendan King,,"tt0338348,tt0976238",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1742356,1080274.0,Andy Pellick,,"tt0338348,tt1837709",0.0589,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1271693,17459.0,Osman Elkharraz,,"tt0338977,tt1160015,tt0404664,tt15452404",0.0357,Inconnu,1987-12-09,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1492119,,Hafet Ben-Ahmed,,tt0338977,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1271933,17461.0,Hajar Hamlili,,tt0338977,0.0071,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0097730,145198.0,Thierry Bosc,/glzCASReXFNyjZrXR1sUVsuaUoA.jpg,"tt0107446,tt1103253,tt4333474,tt0326036",0.0949,"Thierry Bosc est un acteur français.

Il découvre le théâtre au lycée dans le milieu des années 1960. C’est à cette époque qu’il créa sa propre compagnie.

Source: Article ""Thierry Bosc"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1542620,130891.0,Valentin Lelong,,tt0344273,0.0071,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1769922,,Olivier Borle,,"tt12223738,tt0344273,tt4875774,tt33518607",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0579645,1201667.0,Didier Menin,,"tt0329949,tt0423713,tt1394291,tt2013163",0.0617,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0872835,590901.0,Michel Trillot,,"tt7073522,tt0347330,tt27613329,tt0362219",0.0718,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1653129,,Harvey Loomis,,tt0348593,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1212717,228765.0,Claude Crétient,,"tt0216787,tt0348867,tt0485295",0.0143,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1573367,565845.0,Clovis Mahouden,,"tt0348878,tt3402144,tt3402146,tt3402152",0.0214,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm2188687,,Pépino Cappotonoi,,tt0348878,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1325119,,Jules Stern,,"tt0349225,tt0887887,tt2848734,tt0106042",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1314474,1365057.0,Cédric Grimoin,/f8PAkokrpm2tGQyr8THWFujvlmh.jpg,"tt0350703,tt0172014,tt0305063,tt0166423",0.0677,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0582755,4290.0,Stéphane Metzger,/c0DOtm0oRAzpkDzfJRSHzRaj3tG.jpg,"tt0354899,tt0118996,tt0497156,tt0390808",0.2112,"Stéphane Metzger, né le 2 avril 1973 à Grenoble, est un comédien français. Il est diplômé du Conservatoire national supérieur d'art dramatique.

À 17 ans, il tenait la rubrique théâtre dans une radio locale, à Grenoble. Venu à Paris pour suivre une formation d'acteur, il est entré au Conservatoire national supérieur d'art dramatique en 1995. En 2001, il est mauvais garçon allumeur dans le film Mauvais Genres de Francis Girod. Il a tourné avec Claudia Cardinale, sous la direction de Pasquale Squitieri, l'adaptation du spectacle La Vénitienne qu'ils avaient interprété au théâtre. De 2005 à 2014, il incarne Malik Berkaoui dans la série RIS police scientifique diffusée sur TF1.

Il a trois enfants, Angèle, Max et Marley, avec la réalisatrice Marie Caldera.

Source: Article ""Stéphane Metzger"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1973-04-02,"Grenoble, Isère, France",Inconnu,actor,actor,Inconnu,Inconnu
nm1511518,57403.0,Nial Iskhakov,,"tt0356150,tt0360139",0.1111,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0315260,1364499.0,Dallen Gettling,,"tt0357668,tt0140432,tt0113121,tt0118991",0.2148,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm3002410,10962.0,Jesse Ramirez,/nqBud4GP4SThco0qQlteDpqQGz8.jpg,"tt0963794,tt3397884,tt0360486,tt1555212",0.3797,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1361511,585126.0,Mohamed Metina,/3sUakYXvpQVfwyYEgQvu5k90vtn.jpg,"tt0363144,tt1280566,tt0423814,tt0423877",0.0418,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1361304,585127.0,Jacques Bastide,,"tt0363144,tt0189331",0.0361,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1361556,1187922.0,Jean-Marc Ravera,/2NXRJMyB5T9HwO2OFcRuSEVNKDU.jpg,"tt3013588,tt4741764,tt19846220,tt2258042",0.0777,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0658875,144955.0,Luc Palun,/2UaAwUn7hAyEtM7AL6avZ0WXXr0.jpg,"tt0211915,tt1167638,tt1135503,tt0166927",0.2213,"Luc Palun est un acteur français qui se caractérise par son accent méridional.

Il a joué de nombreux seconds rôles, avec une grande variété de partenaires: Meryl Streep, Rowan Atkinson, Gérard Depardieu, Monica Bellucci, Vincent Cassel, Jean-Pierre Marielle, Victor Lanoux, Agnès Jaoui, Jamel Debbouze, Jean-Pierre Bacri, José Garcia, Isabelle Carré, Zabou Breitman, Catherine Frot, Claude Brasseur, Mylène Demongeot, Raphaëlle Bruneau, André Dussollier, Yves Montand, Jean-Pierre Cassel, Jean Reno, et bien d'autres.

Source: Article ""Luc Palun"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0008707,,Guy Abgrall,,"tt0420388,tt0120494,tt0098534,tt1059949",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1072644,,Fabien Briche,,"tt0960140,tt12693278,tt1320395,tt3485722",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0302045,,Eduardo Galhós,,"tt0101934,tt0123631,tt0090827,tt0216462",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm3529907,,Pierre Henri Juhel,,"tt2669766,tt0364084,tt0330885",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1392135,55384.0,Thibault Verhaeghe,/s4xKqF3e1OBIJQMQKFKEZaLyCtI.jpg,"tt0364517,tt0417546,tt1512277",0.2472,"Thibault Verhaeghe est un acteur belge né le 11 juin 1992.

Il est le fils d’Olivier Verhaeghe, producteur de music dance connu dans les années 1990, notamment pour le hit Vous êtes fous!, et d’Isabelle Schmitz. Il habite actuellement à Bruxelles.

Il a joué au cinéma dans Jeux d’enfants (2003) de Yann Samuell, un film français en coproduction belge qui fut tourné à Bruxelles et à Liège (Belgique), aux côtés de Marion Cotillard et de Guillaume Canet, qu’il interprète à 8 ans dans le rôle de Julien Janvier.

En 2005, il joue dans le téléfilm français Trois pères à la maison: des enfants bien élevés. Il interprète aussi le rôle de Thibault dans la série télévisée belge À tort ou à raison (2005).

Il a joué dans des spots publicitaires belges et français (pour notamment Danone, Petit Prince, Ariel, Monsieur Propre, Shoe Discount… ) et fait de la photo.

Il a prêté sa voix à des publicités belges de radio.

Source: Article ""Thibault Verhaeghe"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1992-06-11,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1658729,145681.0,Bernard Bouillon,,"tt0475169,tt1673702,tt0759057,tt0411009",0.0865,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1022891,,Keir Mills,,"tt0365748,tt1090646,tt0280330,tt0468515",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0419773,,Matt Jaynes,,tt0365748,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1684719,,Gavin Ferguson,,tt0365748,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1376969,,Dan Bochart,,"tt0366551,tt0106165,tt4022208",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1971769,19763.0,Raphael Barker,/smBCYR6dsRBDDusn8pxPkx9sflg.jpg,"tt0367027,tt2630876,tt3293462,tt1712573",0.5584,Inconnu,Inconnu,Ireland,Inconnu,actor,actor,Inconnu,Inconnu
nm0438323,,Matthew Kaplan,,"tt0367089,tt1791682,tt0113537,tt0119717",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1525067,1003459.0,Wannakit Sirioput,/xO6iDD8EuNgbeZtg78FW9bePQNH.jpg,"tt0368909,tt0428725,tt0369039,tt0450996",1.0507,Inconnu,Inconnu,Thailand,Inconnu,actor,actor,Inconnu,Inconnu
nm1395248,1052080.0,Cheathavuth Watcharakhun,/uw6DmYWyvuqJD6jzGeykWd9DjbU.jpg,"tt0368909,tt1057980,tt1772984,tt0235154",0.3827,Inconnu,1975-01-07,"Nakhon Pathom, Thailand",Inconnu,actor,actor,Inconnu,Inconnu
nm0992123,149862.0,Chumphorn Thepphithak,/bGSF7aaxkJAiyn4anpTIydkRTVI.jpg,"tt0368909,tt1653690,tt0284880,tt1807867",0.8184,Inconnu,1939-07-05,"Chumphon Province, Thailand",2017-07-09,actor,actor,Inconnu,Inconnu
nm1897757,1173224.0,Kang Xi Jia,/4AHOfKESLM9zE8tXCVugwtWkZL3.jpg,"tt0373074,tt22335678,tt0343001,tt7494060",0.3026,Inconnu,1970-06-01,"Xi'an, Shaanxi, China",Inconnu,actor,actor,Inconnu,Inconnu
nm2144593,1093972.0,Jason Boyd,/m1xCGLcbkOyyw4SMLPn2cf5osZU.jpg,"tt0373889,tt0280330,tt1889810",0.0895,Inconnu,Inconnu,U.K.,Inconnu,actor,actor,Inconnu,Inconnu
nm2178650,1093973.0,Richard Macklin,/tmR5Je0sHpHRyUA962CY7pRAnbq.jpg,tt0373889,0.0478,Inconnu,Inconnu,U.K.,Inconnu,actor,actor,Inconnu,Inconnu
nm1274937,69223.0,Keine Bouhiza,,"tt0374583,tt0338732,tt0424026,tt0307641",0.0239,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1829824,1452735.0,Max Morris,,"tt0375173,tt0065272,tt0460812,tt0203259",0.5529,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0727319,134757.0,Alain Rimoux,/t3ErgWuae1kzG6WIK9K6zigtVdi.jpg,"tt0414852,tt0411272,tt0099334,tt0173525",0.2097,"Alain Rimoux est un acteur français. Ancien élève de l'École supérieure d’art dramatique du Théâtre national de Strasbourg (dirigée alors par Hubert Gignoux et Pierre Lefèvre), il travaille au théâtre, au cinéma et à la télévision..

Source: Article ""Alain Rimoux"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0043203,666111.0,Romen Avinian,,"tt0379577,tt0234426,tt0113591,tt4203210",0.0322,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1734791,1687345.0,Zahal Karielachvili,,tt0379577,0.0595,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1382531,1644235.0,Armen Marutyan,/fBMqsbAaZig5wKBrkmTPZimfQv8.jpg,"tt0307540,tt6424414,tt1821313,tt16124748",0.2411,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1910320,,Armen Sarkissian,,tt0379577,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1917214,,Roudik Revondyan,,tt0379577,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1711860,,Sébastien Vidal,,tt0381270,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm14917217,,Marc Millanvoye,,tt0381270,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1678692,,Chloé Combret,,tt0381270,,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm2147623,61302.0,Christopher Chen,,tt0381971,0.0693,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0745500,1171302.0,Mohamed Rouabhi,/r6jzeJjsDmrE0YUkltJMVKLzCLv.jpg,"tt0814759,tt0382520,tt1173683,tt0273772",0.0286,"Mohamed Rouabhi (né le 18 février 1965 dans le 10e arrondissement de Paris) est un auteur dramatique, comédien et metteur en scène français.",1965-02-18,"Paris, France",Inconnu,actor,actor,Inconnu,Inconnu
nm0481591,51111.0,Jean-Michel Lahmi,/eJsCMgWJxCozvOE8iyOT3ihawoi.jpg,"tt0482088,tt1726658,tt30828934,tt0416333",0.1423,"Jean-Michel Lahmi est un acteur français.

Élève de la classe libre du cours Florent avec pour professeurs Francis Huster et Isabelle Nanty, Jean-Michel Lahmi commence sa carrière sur les planches avec la pièce Lorenzaccio d’Alfred de Musset au théâtre du Rond-Point, mise en scène de Francis Huster.

1996 marque ses retrouvailles avec Édouard Baer, camarade de promotion de la classe libre, qui le dirige dans Le Goût de la hiérarchie au théâtre Michel Galabru. Il fait, à ses côtés, de nombreuses apparitions sur Canal+ dans Le Centre de visionnage de NPA ainsi que dans la mensuelle À la rencontre de divers aspects du monde contemporain ayant en commun leur illustration sur support audiovisuel. Il participe aussi à d'autres émissions télévisées telles que Le Jamel Show et Groland Sat.

En 1997, il devient «Le concierge» de la chaîne Comédie! et participe à La Grosse Emission présentée par Dominique Farrugia. Jean-Michel Lahmi joue également dans plusieurs téléfilms: Le Comte de Monte-Cristo de Josée Dayan en 1998, Jean Moulin d’Yves Boisset en 2002, etc.

Le cinéma n’est pas en reste et dès 1999, il interprète Jean-Mi dans La Bostella d’Édouard Baer. Suivront entre autres: Tanguy d’Étienne Chatiliez, Podium de Yann Moix, Mensonges Et Trahisons de Laurent Tirard, Les Âmes grises d’Yves Angelo, Poltergay d'Eric Lavaine, Nos jours heureux d’Éric Toledano et Olivier Nakache, Cyprien de David Charhon, Le Petit Nicolas et Les Vacances du petit Nicolas de Laurent Tirard en 2009 et 2014.

À la télévision, Jean-Michel Lahmi est connu pour ses rôles dans Scènes De Ménages, où il interprète durant deux saisons le voisin terrifiant de Liliane et José, puis dans Pep's, ou il joue le rôle d'un père d'un fils intello, Édouard Riccodo.

Source: Article ""Jean-Michel Lahmi"" de Wikipédia en français, soumis à la licence CC-BY-SA.",Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0187319,583553.0,Erwan Creignou,/xJMRxDxERVbovurpZaHyNUL0vsq.jpg,"tt3772622,tt0242644,tt0260636,tt0383175",0.0621,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm2012635,59256.0,Adam Herschman,/qyGGwLJ3EZ20eQ0pADwOc8RY5uy.jpg,"tt0384793,tt0481536,tt2637294,tt0762107",0.5367,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm3759582,,Jin Jung,,"tt0386064,tt3211198,tt1135972,tt4016612",,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0970821,1059105.0,Robert Dauney,/t13lqYBQiDPfRoesmX0EXKffjTT.jpg,"tt0344854,tt3655420,tt0386741,tt0314063",0.077,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1687756,1295637.0,Max Hayter,/6MjhI8689Bwm5X61Eu1hKiNwBHo.jpg,"tt0386741,tt2234261,tt5057054,tt1587877",0.0214,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm0183462,1319845.0,Grover Coulson,/xjtvIhOMrd2NhPQj7jgqE6hMpUa.jpg,"tt0390022,tt6265828,tt1210819,tt3488184",0.6239,Inconnu,1947-11-02,"Hubbard, Texas, USA",Inconnu,actor,actor,Inconnu,Inconnu
nm1183102,74538.0,Nate Mooney,/kBcIrVvc9hTAiUOERK2pCQgX1Iw.jpg,"tt0465580,tt1598828,tt0368709,tt0413895",0.8595,Inconnu,1971-01-01,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm2542546,1077827.0,John H. H. Ford,,"tt0396555,tt12494574,tt0450294",0.0256,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
nm1273694,2502506.0,Alex Gravel,,"tt0401085,tt0429292,tt0373907,tt0318171",0.0362,Inconnu,Inconnu,Inconnu,Inconnu,actor,actor,Inconnu,Inconnu
