ncons,Id IMDb,Identité,Photo de profil,Connu pour ces Films,Popularité,Biographie,Année de naissance,Lieu de naissance,Année de décès,Métier,Profession Primaire,Profession Secondaire,Profession Tertiaire
nm0004486,2310.0,Bruno Ganz,/8bhS1PObqe8OOVcyIRxV5Rcdufd.jpg,"tt0363163,tt0093191,tt2193215,tt1401152",1.0296,"Bruno Ganz est un comédien de théâtre et un acteur de cinéma et de télévision suisse, né le 22 mars 1941 à Zurich (ZH) et mort le 16 février 2019 dans la localité d'Au (de), commune de Wädenswil (ZH), en Suisse.

Au cinéma, parmi les rôles qui ont fait sa renommée, figurent celui de Damiel dans Les Ailes du désir de Wim Wenders et celui de Hitler dans La Chute, film d’Oliver Hirschbiegel qui relate les derniers jours du dictateur, terré dans son Führerbunker à Berlin.

De 1996 à 2019, il est le dépositaire de l'anneau de Iffland, désignant l'acteur de théâtre de langue allemande le plus renommé.

Bruno Ganz est né le 22 mars 1941 à Zurich, d'un père suisse exerçant la profession de mécanicien et d'une mère originaire d'Italie du Nord. Bruno Ganz entame sa carrière artistique au théâtre en 1961, et quitte la Suisse pour Berlin. Il co-fonde la troupe de la Berliner Schaubühne avec Peter Stein. Déjà, le grand acteur Gustav Knuth est convaincu de son talent. Dans le même temps, il fait des apparitions au cinéma, avec moins de succès qu'au théâtre. En 1967, il joue dans Haut les mains de Jerzy Skolimowski.

En 1972, il apparaît au Festival de Salzbourg dans la première mise en scène de Der Ignorant und der Wahnsinnige de Thomas Bernhard, sous la direction de Claus Peymann. L'année suivante, il est désigné «acteur de l'année» par le magazine allemand Theater heute pour ce rôle.

En 1975, son rôle dans Sommergäste lui permet d'afficher son talent.

Josef Meinrad lui a transmis l'Anneau de Iffland en 1996.

En 2000, il joue le Faust (I et II) de Goethe dans l'adaptation de Peter Stein, qui dure 13 heures.

Parmi ses principaux rôles au cinéma, il a joué l'ange Damiel dans Les Ailes du désir de Wim Wenders, le Pr Stanciulescu dans L'Homme sans âge de Francis Ford Coppola et Hitler dans La Chute.

En 2007, il est fait chevalier de la Légion d’honneur.

Bruno Ganz était marié, mais vivait séparé de sa femme, Sabine. Il avait un fils et vivait entre Zurich, Venise et Berlin. Il eut une liaison avec Romy Schneider au début des années 1970.

À l'été 2018, Bruno Ganz devait assurer le rôle de l'orateur de La Flûte enchantée, à Salzbourg. Se sentant anormalement faible, il décide de consulter le corps médical sur place. Un cancer du côlon lui est décelé et une chimiothérapie est immédiatement entamée. Bruno Ganz transmet alors le rôle à son collègue et ami Klaus Maria Brandauer, et renonce à tous ses engagements afin de pouvoir se soigner. Malgré des signes d'amélioration, il meurt des suites de ce cancer le 16 février 2019 à son domicile de Au (de), Wädenswil.

Source: Article ""Bruno Ganz"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1941.0,"Zürich, Switzerland",2019.0,actor,actor,director,cinematographer
nm0000953,39012.0,Peter Bogdanovich,/m3aMMYzzEbqKEwGOyEPq7Rt1gAj.jpg,"tt0067328,tt0063671,tt0070510,tt0079843",0.7443,Inconnu,1939.0,"Kingston, New York, USA",2022.0,actor,actor,director,writer
nm0305488,27880.0,Henri Garcin,/kp0kqzRMT9c50UuKFkxqIdOgOTW.jpg,"tt0082370,tt0383216,tt0064272,tt0192099",0.4101,"C'est en 1949 qu'Henri Garcin s'installe à Paris afin de vivre de sa passion, la comédie. Après avoir suivi les cours Simon, le comédien commence une carrière dans le cabaret avant de se tourner vers le théâtre. Il enchaîne les représentations et en 1956 l'acteur fait ses débuts sur le grand écran dans En effeuillant la marguerite de Marc Allégret où il incarne l'ami de Daniel Gélin. Henri Garcin fait ensuite de nombreuses apparitions dans des films de cinéastes réputés : Mademoiselle et son gang et Sénéchal le Magnifique de Jean Boyer, Arsene Lupin contre Arsene Lupin d'Edouard Molinaro et Moi et les hommes de quarante ans de Jacques Pinoteau.En 1965 c'est la consécration, puique le cinéaste Jean-Paul Rappeneau, réalisant son premier long métrage avec La Vie de château, lui confie le rôle principal. L'acteur y joue un jeune résistant entretenant une liaison ...",1928.0,"Antwerp, Belgium",2022.0,actor,actor,writer,director
nm0681284,112764.0,Jean Piat,/RV8kWi0TOSli2M9ibwIqz5dDpI.jpg,"tt0110357,tt0160792,tt0154249,tt0158757",0.198,"Jean Piat, né le 23 septembre 1924 à Lannoy (Nord) et mort le 18 septembre 2018 à Boulogne-Billancourt, est un acteur et écrivain français.

Sociétaire honoraire de la Comédie-Française, Jean Piat est un homme de théâtre, dont le rôle le plus marquant est celui de Cyrano de Bergerac qu'il a interprété plus de quatre cents fois. Il a également porté sur scène Sacha Guitry avec la pièce De Sacha à Guitry dont il était un fervent admirateur.

Rare sur le petit écran, il est notamment connu pour son interprétation à la télévision du chevalier Henri de Lagardère dans Lagardère (1967), puis pour celle de Robert d'Artois dans l'adaptation des Rois maudits (1972) de Maurice Druon.

Comédien de doublage doté d'une voix puissante immédiatement reconnaissable, il était ainsi, entre autres, la voix de Peter O'Toole pour le rôle-titre dans Lawrence d'Arabie (1962), celle de Ian McKellen pour le personnage Gandalf dans les trilogies du Seigneur des anneaux et du Hobbit ainsi que celle des personnages des studios Disney Scar dans Le Roi lion (1994) et du juge Frollo dans Le Bossu de Notre-Dame (1996).

Jean Piat naît en 1924 à Lannoy (Nord). Sa famille déménage ensuite pour Paris. En 1936, il entre dans le club de théâtre de son école pour, dit-il, «se distraire». Il continue cette activité au lycée Janson-de-Sailly, où il côtoie Alain Decaux. Afin de s'acheter un billard russe, lui et ses amis décident de créer des matinées récréatives et montent des pièces de théâtre à Saint-Ferdinand des Ternes.

À l'âge de 17 ans, il perd sa mère et se retrouve exclu de son lycée. Il continue de monter des spectacles et en 1944, il réussit une audition et part en tournée.

Jusqu'à 18 ans, il pratique le football à Saint-Ferdinand des Ternes, un patronage paroissial situé 10, rue Roger-Bacon dans le 17e arrondissement de Paris. Il poursuit alors ses études secondaires au lycée Sainte-Croix de Neuilly.

Après la seconde Guerre mondiale et sur les recommandations de Roland Piétri, il entre au Conservatoire, mais il s'en retrouve vite exclu en raison de sa participation sans autorisation au tournage du film Rouletabille joue et gagne de Christian Chamborant où il jouait le rôle-titre. Il rebondit alors à 22 ans en intégrant la Comédie-Française, le 1er septembre 1947, après avoir réussi son audition en récitant la tirade de la Calomnie du Barbier de Séville. Il y reste durant 25 ans, débutant par de la figuration, puis passant aux rôles-titres, dont le plus notable est son interprétation jouée plus de 400 fois pendant huit ans (1964-1972) d'un Cyrano de Bergerac d'anthologie. Le 1er janvier 1953, il devient sociétaire de la Comédie-Française, institution qu'il quitte le 31 décembre 1972, et en devient sociétaire honoraire à partir du 1er janvier 1973.

Commence alors pour lui une carrière dans le théâtre privé, où il alterne passionnément les grands classiques, vaudevilles, boulevards et pièces contemporaines. C'est là qu'il travaille avec la dramaturge Françoise Dorin qui devient sa compagne. ...

Source: Article ""Jean Piat"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1924.0,"Lannoy, Nord, France",2018.0,actor,actor,miscellaneous,writer
nm0001612,14408.0,Matthew Perry,/qsAL2xXyku9hvMiLiBNy6YuBZ0H.jpg,"tt0108778,tt0485842,tt0327247,tt0190138",1.4123,"Matthew Perry était un acteur américano-canadien, né le 19 août 1969 à Williamstown (Massachusetts) et mort le 28 octobre 2023 à Los Angeles (Californie).

En 1984, après avoir décidé de ne pas poursuivre ses études, il rejoint son père à Los Angeles pour entamer sa carrière d'acteur.  Après des débuts modestes, il est repéré en 1994 pour incarner Chandler Bing dans la série à succès Friends qui durera 10 ans et le propulse sur la scène internationale.  Parallèlement, il joue dans des comédies romantiques telles que Coup de foudre et Conséquences (1997) et Un de trop (2000), tout en explorant le registre dramatique dans À la Maison-Blanche (2003).

En 2022, il publie ses mémoires Friends, Lovers, and the Big Terrible Thing: A Memoir où il partage son expérience avec la toxicomanie. Il devient porte-parole de la National Association of Drug Court Professionals et s'engage dans la sensibilisation et le traitement des addictions.

Matthew Perry meurt le 28 octobre 2023. La police écarte la piste criminelle, attribuant sa mort à une combinaison de kétamine, noyade, maladie coronarienne et effets de la buprénorphine. Déjà en 2018, il avait frôlé la mort en raison d'une perforation gastro-intestinale due à sa surconsommation d'opioïdes.",1969.0,"Williamstown, Massachusetts, USA",2023.0,actor,actor,producer,writer
nm0813015,1215283.0,Paul Soles,/96fdxpuz3gUUMWhvpPQXrsiUGmh.jpg,"tt0800080,tt0227445,tt0058536,tt0061301",0.453,Inconnu,1930.0,"Toronto, Ontario, Canada",2021.0,actor,actor,writer,soundtrack
nm0704474,2970.0,Jocelyn Quivrin,/pkAf1NTirff030AuwBzRthqfrgk.jpg,"tt0875113,tt0365737,tt1194616,tt0418758",0.1376,"Jocelyn Beaufils, dit Jocelyn Quivrin, est un acteur français né le 14 février 1979 à Dijon et mort accidentellement le 16 novembre 2009 à Saint-Cloud.

D'abord étudiant en cinéma, il entame sa carrière d'acteur au début des années 1990. Il côtoie par la suite de nombreux acteurs français, comme Nathalie Baye, dans L'Enfant des lumières ou Jean Reno dans L'Empire des loups. En 2008, Jocelyn Quivrin obtient le prix Lumière du meilleur espoir masculin pour son rôle dans 99 Francs, aux côtés de Jean Dujardin. Il meurt prématurément le 15 novembre 2009 au volant de son roadster Ariel Atom, dont il perd le contrôle sur l'A13 dans le tunnel de Saint-Cloud.

Jocelyn Quivrin est né le 14 février 1979 à Dijon. Son père, Vincent Beaufils, y est alors médecin anesthésiste au SAMU.

Il s'inscrit en option cinéma et audiovisuel au lycée Hector-Berlioz de Vincennes, avant de passer son baccalauréat littéraire et de poursuivre des études de cinéma à la faculté de Nanterre. Mais il abandonne rapidement les cours pour commencer sa carrière professionnelle. Il fréquente alors l'école de théâtre des Enfants Terribles dirigé par Jean-Bernard Feitussi durant quelques mois, et suit des stages de formation continue à l'Afdas (Organisme paritaire collecteur agréé pour le spectacle). Malgré tout, il se considérera toujours comme un autodidacte.

Quivrin est le nom de jeune fille de sa mère, qui est d'origine du Nord (où l'expression outre-Quiévrain se rapporte au Quiévrain, rivière et bourg entre la France et la Belgique), son nom d'acteur dans la série Les Compagnons de l'aventure: Lola et les Sardines (1990-1991).

Jocelyn Quivrin débute jeune dans le cinéma en interprétant un des rôles principaux, celui du duc d'Anjou, dans Louis, enfant roi de Roger Planchon (1992). Le film est sélectionné au Festival de Cannes en 1993. C'est à cette occasion qu'il rencontre son premier agent. Il fait ensuite des apparitions dans de nombreux films d'époque à costumes dont Lautrec de Roger Planchon ou encore L'Enfant des lumières de Daniel Vigne en 2002, aux côtés de Nathalie Baye. Il joue également le comte de Nansac dans le film de Laurent Boutonnat, Jacquou le croquant, dont l'action prend place au dix-neuvième siècle. Il incarne, en 2007, le jeune Louis XIV dans Jean de la Fontaine, le défi.

Il apparaît dans L'Outremangeur, puis dans Grande École pour obtenir en 2005 un des rôles principaux, celui du détective Nerteaux, dans la grosse production L'Empire des loups aux côtés de Jean Reno. Le film connaît un bon succès commercial et aide la carrière de Quivrin.

À la télévision, il a fait sa première apparition dans le rôle de Babar dans Les Compagnons de l'aventure: Lola et les Sardines, qui met en scène des enfants en vacances au cours des années 1990. C'est en 2001 qu'il acquiert une certaine notoriété auprès du public français, grâce au rôle principal dont il hérite dans Rastignac ou les Ambitieux, une adaptation de l'œuvre d'Honoré de Balzac par Alain Tasma. Son interprétation est remarquée et les médias font son éloge: Le Figaro le dit «flamboyant», tandis que Le Monde lui trouve «beaucoup de séduction». Il reçoit après ce téléfilm le prix d'interprétation masculine au Festival du film de télévision de Luchon. ...

Source: Article ""Jocelyn Quivrin"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1979.0,"Dijon, Côte-d'Or, Bourgogne, France",2009.0,actor,actor,writer,director
nm0241484,34616.0,Roger Dumas,/AafGmo4ObqLGLihWAAA93fKYOEH.jpg,"tt0058203,tt0220212,tt0058658,tt0061095",0.1663,"Roger Dumas, né le 9 mai 1932 à Annonay et mort le 2 juillet 2016 à Paris 12e, est un comédien et parolier français.

Roger Dumas passe son enfance à Annonay et ses vacances dans la bourgade voisine de Boulieu-lès-Annonay, en compagnie de sa famille, à cause de la guerre. En 1945, il suit ses parents à Neuilly-sur-Seine où ceux-ci ont ouvert une pâtisserie. Il va au collège Sainte-Croix.

Au début des années 1950, Roger Dumas débute dans la compagnie du Théâtre du petit Jacques dirigée par Antonin Baryel. Jusqu'en 1956, à la suite de Guy Bedos, il tient le rôle de Bidibi ou bien celui du présentateur dans Les Aventures de Bidibi et Banban tandis que Jean-Paul Rouland tient celui de Banban. Il rejoint aussi la troupe de Michel de Ré en 1953.

Si en début de carrière il se fait principalement remarquer au théâtre, comme dans Responsabilité limitée de Robert Hossein, c'est du cinéma, pour lequel il tourne un grand nombre de films, que vient sa notoriété.

Occupant des emplois dits de second rôle, il fut à l'affiche de plusieurs films de Claude Chabrol: notamment Le Tigre aime la chair fraîche en 1964, Masques en 1987, L'Ivresse du pouvoir en 2005. Avec Philippe de Broca en 1963, il tourne dans L'Homme de Rio aux côtés de Jean-Paul Belmondo. Comédien éclectique, Roger Dumas s'adapte à des univers aussi divers que celui du réalisateur Olivier Assayas dans Une nouvelle vie et Les Destinées sentimentales, et les comédies pour le grand public réalisées par Jean Girault, comme Pouic-Pouic, par Claude Zidi dans Association de malfaiteurs ou Denys de La Patellière dans Caroline chérie, ou encore dans Les Couloirs du temps: Les Visiteurs 2 de Jean-Marie Poiré.

Il tourna en 2006 sous la direction de Jean-Daniel Verhaeghe Le Grand Meaulnes et Ensemble, c'est tout de Claude Berri. On le retrouve en 2008 dans la distribution de La différence, c'est que c'est pas pareil, de Pascal Laëthier.

Il apparaît également à la télévision, dans les séries Les Cinq Dernières Minutes où il épaule Raymond Souplex dans l'enquête de l'épisode L'épingle du jeu en 1962 - où il campe, dans le seul épisode «en costumes» censé se passer sous Louis-Philippe, le personnage de l'inspecteur Lecoq, imaginé par Émile Gaboriau! -, dans Navarro avec Roger Hanin ou Julie Lescaut...

Ayant plusieurs cordes à son arc artistique, c'est très vite qu'il écrit des chansons pour divers interprètes, avec, notamment, une grande collaboration avec son ami Jean-Jacques Debout. Ensemble, ils inventent des chansons originales pour les émissions télévisées de Maritie et Gilbert Carpentier. Il coécrit également les paroles du générique du dessin animé Capitaine Flam.

Roger Dumas voit aussi nombre de ses chansons prendre vie sur scène pendant l'essor des carrières de Sylvie Vartan dès les années soixante (Comme un garçon), puis de Chantal Goya dans de grandes comédies musicales créées au Palais des congrès de Paris entre 1980 et 1989.

Il est par ailleurs le seul homme à avoir reçu le Prix Suzanne-Bianchetti, à l'occasion du film Rue des prairies.

Il est marié de 1960 à 1961 à la comédienne Marie-José Nat. ...

Source: Article ""Roger Dumas (acteur)"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1932.0,"Annonay, Ardèche, France",2016.0,actor,actor,music_department,writer
nm0931324,39390.0,Michael Kenneth Williams,/mafEXtGlT1qYjGmZtbjo7Ep5qK3.jpg,"tt0306414,tt2024544,tt0979432,tt2094766",1.6474,Inconnu,1966.0,"Brooklyn, New York City, New York, USA",2021.0,actor,actor,producer,miscellaneous
nm0000614,4566.0,Alan Rickman,/1EearzPgXkmYFKvECfWNrctIFT9.jpg,"tt0095016,tt0102798,tt0102744,tt0408236",2.6678,"Alan Rickman, né le 21 février 1946 à Londres et mort le 14 janvier 2016 dans la même ville, est un acteur britannique.

Comédien de renom dans les productions classiques et modernes, et ancien membre de la Royal Shakespeare Company, il se fait connaitre au théâtre pour son rôle du Vicomte de Valmont dans Les Liaisons dangereuses (1985). Il rencontre le succès au cinéma dès Piège de cristal en 1988, mais sa notoriété mondiale est principalement due à son interprétation de l'énigmatique professeur Rogue dans la saga Harry Potter, de 2001 à 2011. En parallèle de sa carrière cinématographique, il continue à apparaître dans de nombreuses productions théâtrales, et devient metteur en scène, dans le West End de Londres comme à Broadway.

Il est également connu pour ses rôles de premier plan comme le shérif de Nottingham dans Robin des Bois, prince des voleurs (1991), ainsi que le colonel Brandon dans Raison et Sentiments d'Ang Lee (1995), ou encore Harry dans Love Actually face à Emma Thompson. Le quotidien britannique The Guardian l'a mentionné comme étant l'un des meilleurs acteurs à n'avoir jamais été nommé à un Oscar, bien qu'il ait remporté nombre de récompenses du cinéma au cours de sa carrière.

Peut-être plus encore que ses interprétations, c'est sa voix qui constitue un cas unique dans le paysage cinématographique contemporain. Décrite par l'actrice Helen Mirren comme « [une voix] qui suggère à la fois la douceur du miel et la lame dissimulée d'un stiletto5 », elle a été reconnue comme l'une des plus parfaites du répertoire humain, regroupant un mélange de ton, de vitesse, de fréquence et d'intonation « idéaux ».

Du côté de la réalisation, il signe en 1997 le film L'Invitée de l'hiver, dont il est également le scénariste, et réitère en 2014 avec Les Jardins du roi. Il meurt d'un cancer du pancréas à l'âge de 69 ans le 14 janvier 2016, sa dernière participation à un film étant celle de la voix originale de la Chenille (ou Absolem) dans Alice de l'autre côté du miroir.",1946.0,"Acton, London, England, UK",2016.0,actor,actor,writer,director
